order_id,customer_id,order_date,total_amount,payment_method,order_status,shipping_address,shipping_city,shipping_state,shipping_zip
3488,8428,2023-12-16 16:40:00,5539.56,Debit Card,Returned,930 Russell Villages Apt. 938,South Shawnaburgh,MT,05384
3489,10658,2024-04-19 14:46:00,2369.16,Apple Pay,Shipped,57374 Aguirre Fields,New Dale,KS,50127
3490,9052,2023-07-17 21:53:00,212.04,Apple Pay,Cancelled,42497 Nguyen Ville Apt. 803,Port Rebeccafort,AK,77033
3491,8510,2023-09-10 14:42:00,3645.24,Bank Transfer,Delivered,1937 Kim Square,Port Jasonstad,AS,11898
3492,2301,2024-09-19 15:00:00,51.55,Debit Card,Shipped,17251 Jerry Bridge Suite 347,Kimbury,ME,37301
3493,8933,2023-11-28 22:29:00,8883.4,Google Pay,Delivered,5547 Hicks Stravenue Apt. 045,Davischester,CO,27791
3494,7781,2024-12-11 09:14:00,3886.32,Debit Card,Delivered,73509 Conner Branch Apt. 767,Josephville,NV,94579
3495,5478,2024-10-16 18:25:00,7165.86,Debit Card,Delivered,2787 Mcneil Well,Hodgestad,MO,62093
3496,6382,2024-12-27 22:53:00,1054.37,Credit Card,Shipped,5043 Porter Knoll,Jamieville,CA,71106
3497,9515,2024-11-17 22:17:00,4818.66,PayPal,Processing,517 Benjamin Harbors,Campbellton,MT,69877
3498,3436,2024-10-09 13:22:00,785.1,PayPal,Delivered,399 Justin Trafficway,New Steven,KY,37929
3499,9061,2023-04-24 14:30:00,3619.56,Credit Card,Returned,440 Jeremiah Falls Apt. 744,Yangmouth,MT,57626
3500,6261,2023-05-04 12:19:00,3819.84,PayPal,Shipped,517 Elizabeth Village Suite 811,Glennbury,NV,07469
3501,6751,2024-08-04 15:45:00,1007.58,Credit Card,Processing,44748 Oliver Club Apt. 032,North Tammy,NE,92927
3502,5628,2024-12-21 16:36:00,2758.28,PayPal,Returned,567 Hanson Mission,West Mariaborough,OR,70876
3503,2345,2023-12-18 08:00:00,104.71,PayPal,Delivered,62335 John Gateway,Amyville,MD,15390
3504,4419,2024-01-12 09:50:00,463.78,Debit Card,Delivered,978 Susan Island,North Jesse,HI,13125
3505,7894,2024-03-10 09:07:00,2879.35,Google Pay,Processing,00159 Whitehead Rest,Leestad,TX,26154
3506,2032,2023-12-26 11:02:00,6143.94,Google Pay,Delivered,7179 Richard Course,Shirleymouth,SD,79144
3507,3177,2024-12-28 18:37:00,1363.64,Credit Card,Shipped,07307 Jackson Rest Suite 555,North Jason,KS,25917
3508,3049,2023-10-12 08:14:00,892.01,Google Pay,Cancelled,243 Martin Circle,Caseyberg,SC,68213
3509,6825,2023-07-15 09:08:00,2555.98,PayPal,Shipped,79302 Calhoun Brooks Apt. 284,East Ashley,AS,13271
3510,4832,2024-10-07 18:30:00,4649.85,Debit Card,Delivered,33727 Green Mission,Gomezfort,SD,49290
3511,2661,2024-03-03 17:46:00,4724.92,Google Pay,Processing,999 Price Junctions Suite 688,Cantufort,UT,65507
3512,3742,2023-09-04 14:57:00,256.82,Credit Card,Processing,30052 Carroll Cape,Loribury,MP,07754
3513,10646,2023-02-02 18:51:00,4799.16,Credit Card,Cancelled,44799 John Lane Suite 659,Lisaburgh,IA,39897
3514,1615,2024-07-14 16:04:00,219.61,Debit Card,Cancelled,03734 Alexandria Overpass Suite 479,New Andreafort,NM,49846
3515,10363,2023-01-27 14:53:00,7328.06,Credit Card,Delivered,804 Stone Ville Suite 659,Pamelaport,CA,68804
3516,1644,2023-07-16 20:15:00,241.86,Credit Card,Delivered,136 Ramos Squares Apt. 096,Lake Garrettchester,UT,01028
3517,5777,2023-07-03 10:59:00,2982.08,Bank Transfer,Processing,0643 Michael Land Suite 098,Scottstad,ND,06945
3518,4497,2023-09-18 15:47:00,734.22,Debit Card,Returned,443 Ronnie Pass,Stephanieview,MS,53937
3519,5458,2023-01-17 07:31:00,461.02,Debit Card,Delivered,9886 William Unions,Rebeccafort,NY,69270
3520,3755,2023-09-01 18:03:00,1367.74,Bank Transfer,Delivered,91049 Deborah Cape,Ericafort,NJ,25523
3521,5433,2023-10-21 10:00:00,49.82,Debit Card,Processing,971 Michele Wells Apt. 858,Port Andremouth,ND,42454
3522,1176,2024-04-28 11:00:00,4484.91,Apple Pay,Shipped,777 Phillips Roads,South Courtneyside,PR,53468
3523,7219,2024-11-15 18:09:00,2238.17,Bank Transfer,Processing,70239 Ross Summit Apt. 585,Evansmouth,WA,91689
3524,7339,2023-06-02 08:51:00,1893.68,PayPal,Delivered,8487 Kenneth Passage Suite 590,Susanberg,CT,12043
3525,7287,2023-11-22 08:11:00,2645.18,PayPal,Processing,8341 Castro Row Apt. 366,New Victoriabury,VA,09716
3526,7353,2023-09-19 09:53:00,2041.24,Bank Transfer,Cancelled,69535 Johnston Glen,Cookmouth,NJ,24651
3527,7956,2023-06-12 20:06:00,3252.0,PayPal,Cancelled,062 Kenneth Field,South Danielle,SD,32949
3528,9550,2023-09-09 19:15:00,566.67,Debit Card,Processing,912 Daniel Lodge,Lake Arthurfurt,NH,43511
3529,7226,2024-03-25 19:57:00,4359.26,Google Pay,Delivered,5817 Patricia Walks,North Ashley,OR,36667
3530,2955,2023-04-04 15:51:00,65.98,Bank Transfer,Delivered,600 Thomas Landing Apt. 702,North Cherylborough,CA,65152
3531,8532,2023-11-22 08:18:00,10.58,PayPal,Processing,50154 Rodriguez Port,Harrisfurt,AK,54646
3532,8438,2023-03-06 16:08:00,8130.31,PayPal,Shipped,514 Robert Island,Joshuaville,MO,53976
3533,5579,2024-08-16 20:55:00,21.82,Debit Card,Returned,0804 Bell Camp,South Brendatown,MN,22711
3534,5567,2023-12-27 13:25:00,1595.21,Debit Card,Delivered,16379 Crystal Terrace Suite 708,Richardview,NE,04874
3535,5974,2023-04-25 16:04:00,451.58,PayPal,Delivered,5380 Hernandez Highway,North Kelli,NE,91840
3536,8088,2023-12-22 17:15:00,488.44,Apple Pay,Shipped,4914 Brent Square,Port Benjamin,VI,62675
3537,10635,2023-08-19 07:45:00,4049.37,Debit Card,Delivered,736 Stevenson Spring Apt. 592,West Jonathan,NH,91208
3538,5578,2024-11-02 15:13:00,750.4,Apple Pay,Processing,47342 Warner Plaza,New Amandaville,HI,78767
3539,10379,2024-09-06 07:28:00,3837.3,Credit Card,Shipped,91170 Cole Canyon Suite 503,Hernandezmouth,NM,21413
3540,5349,2024-05-17 13:25:00,5648.72,Debit Card,Delivered,3828 Jones Plains Apt. 577,Wolfetown,MT,50161
3541,8852,2023-09-12 18:49:00,444.55,Debit Card,Delivered,0464 Hamilton Fork Suite 479,South Angela,GU,62233
3542,5079,2024-08-17 11:43:00,11427.63,Credit Card,Delivered,4402 Cole Plains,Heathermouth,IN,77370
3543,6634,2024-09-25 08:47:00,3050.87,Debit Card,Shipped,677 Anderson Motorway Suite 392,North Dennis,TN,65668
3544,3389,2023-11-03 09:16:00,1673.56,PayPal,Delivered,793 Norman Burg Apt. 551,Higginsbury,TX,29485
3545,10856,2023-12-26 17:23:00,1544.4,Google Pay,Delivered,410 Crystal Motorway,Lake Katelyn,IL,62195
3546,1566,2023-11-13 22:43:00,8918.86,Debit Card,Delivered,902 Padilla Loaf,East Jonathan,SD,24414
3547,9745,2024-12-28 21:14:00,2824.8,Credit Card,Delivered,6777 Gay Brook Apt. 249,East Amberbury,MT,47915
3548,1762,2024-11-20 18:22:00,5065.76,Debit Card,Delivered,8768 Kelsey Avenue,Bestchester,VT,31762
3549,1942,2024-04-07 10:50:00,3735.81,Credit Card,Cancelled,55813 Taylor Pine Suite 382,Harperport,MD,37048
3550,1210,2024-02-25 13:58:00,4888.1,Credit Card,Cancelled,853 Davis Point,New Michele,IL,24979
3551,6407,2024-11-13 17:17:00,22.03,Credit Card,Delivered,78266 Jose Extension,Nguyenfort,IL,46875
3552,8038,2024-04-15 17:27:00,118.55,Bank Transfer,Shipped,000 Green Way Suite 744,Reedbury,HI,26889
3553,6382,2024-03-09 17:45:00,90.76,Credit Card,Delivered,313 Walker Loop Suite 742,Dorisland,MO,93201
3554,9771,2023-10-26 14:46:00,761.97,Bank Transfer,Cancelled,364 Miller Isle Apt. 807,West Mitchellberg,GU,11763
3555,4335,2023-12-13 13:29:00,1062.6,Bank Transfer,Returned,60747 Hudson Ways,West Christopher,MP,59501
3556,6271,2024-01-15 13:45:00,257.58,Credit Card,Shipped,7797 Sanders Mews,Kyletown,SD,81476
3557,8605,2024-05-02 22:51:00,7833.16,Google Pay,Delivered,9175 Ward Ranch,Port Michaelport,DC,26248
3558,1320,2024-02-13 12:48:00,2108.2,Debit Card,Processing,3511 Turner Isle,Paulborough,SD,18054
3559,5826,2023-08-10 18:15:00,629.9,Bank Transfer,Returned,97658 John Vista,Brianborough,MD,09570
3560,3585,2023-12-20 18:34:00,73.32,PayPal,Cancelled,44807 Stephanie Estates,Lake Frank,IN,83940
3561,4955,2024-07-15 12:25:00,40.56,Google Pay,Delivered,7664 Terry Crossroad,Scottshire,NE,69305
3562,5419,2024-12-19 22:58:00,218.0,Credit Card,Cancelled,888 Alexandra Village Suite 978,East Danielleview,KY,56083
3563,5839,2023-11-08 21:02:00,1297.02,PayPal,Processing,174 Werner Underpass Suite 661,Nicolechester,MT,21540
3564,2124,2023-11-13 10:32:00,6568.75,Credit Card,Delivered,6778 Mathis Creek,Lisaton,WI,65345
3565,10625,2024-11-18 11:16:00,170.55,Bank Transfer,Delivered,56869 Richard Run,North Jasonmouth,AK,21119
3566,9087,2023-12-18 09:06:00,285.98,PayPal,Processing,788 Meghan Summit Apt. 827,New Jessicaville,IA,75541
3567,9155,2023-04-25 12:14:00,2287.15,PayPal,Cancelled,0716 Smith Ports,Andrewstad,PA,78851
3568,10477,2023-05-17 07:33:00,2048.0,PayPal,Delivered,0197 Elizabeth Courts,Martinberg,VT,88379
3569,7541,2024-10-20 08:21:00,1335.55,Debit Card,Delivered,821 Summer Parkway,New Edward,NJ,15622
3570,4410,2024-10-24 20:25:00,6902.98,Credit Card,Delivered,60421 Kimberly Road Apt. 312,Allisonburgh,MS,36248
3571,8255,2024-08-09 12:04:00,967.62,Credit Card,Shipped,133 Michael Roads,New Susan,AL,25873
3572,3507,2024-04-11 21:10:00,1555.99,Debit Card,Delivered,055 Bailey Place,East Brooke,AZ,82238
3573,1832,2023-04-02 12:06:00,35.66,Apple Pay,Delivered,38817 Michael Shoals,Port Charlesland,WA,87224
3574,3019,2023-08-10 11:41:00,43.46,Debit Card,Delivered,22380 William Plains,Howardfurt,NC,23683
3575,4566,2023-03-22 10:48:00,232.2,Debit Card,Returned,8546 Brady Hollow Suite 594,East Anthonymouth,RI,72499
3576,5116,2023-06-12 14:51:00,2080.24,PayPal,Returned,4596 Williams Valley Apt. 809,Lake Lauramouth,MA,70389
3577,3738,2023-12-26 17:24:00,6465.69,Bank Transfer,Delivered,245 Ayers Stravenue Suite 138,South Michael,WV,87444
3578,6548,2023-10-14 11:17:00,2735.0,PayPal,Shipped,540 Michael Cliffs,West Stephanie,OK,25523
3579,5194,2023-11-11 20:20:00,363.99,PayPal,Delivered,119 Hopkins Lake,West Jeffreyton,AK,76412
3580,8046,2024-01-20 19:21:00,6322.04,Debit Card,Cancelled,6682 Ruiz Highway,New Michaelton,UT,61797
3581,5053,2023-08-09 16:46:00,4884.66,Credit Card,Delivered,1932 Angela Station,North Gregory,ND,30101
3582,6603,2023-12-20 10:06:00,905.56,Google Pay,Returned,431 Harvey Creek,North Jeffreymouth,NH,87389
3583,4459,2023-12-01 19:55:00,1278.9,Credit Card,Delivered,64437 Johnson Grove Apt. 844,Carrbury,MA,08970
3584,3844,2024-08-11 21:53:00,501.15,Credit Card,Processing,89321 Ramos Ports,East Brooke,DC,24769
3585,8088,2023-10-01 17:59:00,3415.02,Apple Pay,Returned,6451 Erika Port Apt. 658,Terryport,PW,77526
3586,6220,2024-07-20 16:05:00,792.45,Credit Card,Cancelled,92944 Nelson Harbors,Andersonside,NM,17991
3587,5329,2024-08-05 22:14:00,1959.82,Apple Pay,Delivered,3639 White Prairie,South Curtis,RI,75590
3588,4021,2024-08-10 13:33:00,2219.49,PayPal,Delivered,45059 Cheryl Light Suite 957,Lake Alexland,OH,82609
3589,6846,2024-10-05 10:05:00,4854.99,PayPal,Shipped,034 Simpson Dam,Garzaberg,FM,69920
3590,5299,2023-11-04 20:53:00,3744.65,Debit Card,Delivered,888 Michael Bypass,Whiteburgh,MN,07096
3591,4823,2023-08-22 09:43:00,5557.12,Debit Card,Delivered,49275 Jeffrey Highway Apt. 824,New Shaunhaven,FM,80011
3592,6605,2023-12-17 17:09:00,6651.86,PayPal,Shipped,9479 Michael Fort,Lake Catherinebury,DE,28624
3593,2894,2023-06-10 07:06:00,1019.24,Credit Card,Delivered,07276 Meza Radial,Angelahaven,OH,42663
3594,9083,2023-05-10 22:09:00,884.76,Credit Card,Returned,60613 Thomas Groves Suite 143,Carterberg,AK,43938
3595,8213,2024-07-03 14:28:00,1735.18,Debit Card,Processing,41024 Mack Vista Suite 394,Port Patrickville,SD,40862
3596,9272,2024-01-10 11:10:00,5458.0,Credit Card,Delivered,7828 Jennifer Shore,West Stacy,NM,93086
3597,3274,2024-09-19 13:50:00,11492.34,Bank Transfer,Shipped,8836 Matthew Lake Suite 909,Gibsonstad,AK,65397
3598,6646,2023-11-27 21:12:00,11959.19,Debit Card,Delivered,0480 Sarah Ferry,New David,KS,67931
3599,4460,2023-12-04 15:03:00,435.34,Credit Card,Delivered,119 Manning Shoals,Lake Anthony,LA,22959
3600,8171,2024-01-25 10:02:00,177.19,Debit Card,Delivered,61473 Lee Parkways Suite 329,Cartermouth,UT,77329
3601,8590,2024-06-20 17:55:00,5192.98,Debit Card,Shipped,3390 Barber Dam,South Zoe,NH,63276
3602,4422,2023-04-07 18:04:00,3697.26,Credit Card,Returned,1723 Moore Centers Apt. 211,Lunaborough,NV,74459
3603,4774,2023-06-13 15:10:00,5376.87,Bank Transfer,Delivered,4484 Patterson Trail,Nicolehaven,NE,25324
3604,3466,2023-10-21 19:16:00,1219.77,Bank Transfer,Returned,94162 Davis Throughway Apt. 499,North Susan,MS,62756
3605,7624,2024-11-09 22:30:00,153.96,Credit Card,Delivered,9434 Melissa Hills Apt. 487,Vincentview,IL,25652
3606,2932,2023-12-28 09:57:00,7076.08,Debit Card,Delivered,8679 Robin Turnpike,Lake Melissaberg,RI,10415
3607,2400,2024-11-17 10:42:00,574.85,Google Pay,Delivered,4996 Brittany Loaf Suite 140,Lake Jesse,FM,68366
3608,10687,2024-03-28 21:47:00,871.27,Apple Pay,Shipped,97102 Miles Expressway,Port Jillianbury,MA,31321
3609,10912,2024-06-26 10:34:00,1774.96,Credit Card,Shipped,7122 Clark Centers,Phillipsmouth,NY,12448
3610,5900,2023-09-07 21:55:00,123.36,Credit Card,Delivered,6083 Michael Underpass,South Richardborough,VI,33844
3611,7256,2023-12-04 17:44:00,7.36,Credit Card,Delivered,055 Roberts Avenue,South Jennyshire,PA,19781
3612,10735,2023-06-03 09:00:00,394.18,Google Pay,Delivered,55540 Roach Summit Suite 326,Port Amandaborough,GU,23530
3613,4279,2024-07-07 15:41:00,95.09,Credit Card,Delivered,715 Blair Ferry Suite 485,Emilyhaven,AS,11631
3614,4288,2024-07-26 20:48:00,331.79,Credit Card,Processing,0407 Morris Locks Apt. 897,East Jillian,MP,50036
3615,5200,2023-06-26 17:19:00,965.06,Credit Card,Processing,1829 Roger Court Suite 649,Stephanieville,HI,71945
3616,10838,2023-11-15 19:03:00,69.22,Apple Pay,Cancelled,6504 Yvonne Stravenue Apt. 827,Brianland,AL,29567
3617,7343,2024-02-04 09:53:00,9476.14,Bank Transfer,Delivered,487 Trevino Mount,Larryfort,WY,99575
3618,4951,2023-12-19 19:17:00,8085.92,Credit Card,Returned,835 William Landing Suite 254,Carrieview,SC,39560
3619,3571,2023-09-24 19:44:00,1322.15,Google Pay,Cancelled,3864 Alexandra Extension Suite 976,Christinebury,VI,52767
3620,10133,2023-07-17 20:10:00,396.67,Bank Transfer,Cancelled,98675 Davis Ridge,Lake Chloeborough,ND,91940
3621,10673,2023-11-08 11:39:00,826.67,Google Pay,Delivered,4694 Rose Place,Cesarview,WI,79681
3622,10389,2023-01-19 09:08:00,5019.27,Credit Card,Delivered,550 Campbell Fork,Holtland,PW,88794
3623,5787,2024-04-05 12:17:00,184.55,Google Pay,Delivered,889 Brown Bypass Apt. 042,Lake Andrewberg,MP,86420
3624,9497,2023-04-26 09:59:00,2295.08,PayPal,Returned,7767 Wolf Light,Romeromouth,PR,59651
3625,5795,2023-04-22 16:29:00,1373.43,Credit Card,Delivered,0089 Jennifer Route Suite 129,Vangfurt,CT,55896
3626,7944,2023-06-10 12:59:00,1073.36,Credit Card,Shipped,6340 Esparza Plains Suite 082,Carolinetown,UT,59390
3627,8890,2023-10-09 19:53:00,1490.51,Debit Card,Delivered,18620 Sarah Underpass Apt. 625,South Cathyland,NE,04568
3628,9513,2024-06-28 12:16:00,1797.37,Debit Card,Delivered,47647 Ashley Row Suite 571,Julieton,WV,97125
3629,3588,2023-11-17 18:21:00,1795.14,Apple Pay,Delivered,944 Virginia Shoal,Annamouth,NY,66647
3630,4615,2023-08-06 12:21:00,305.2,Credit Card,Delivered,03663 Robert Throughway,Lisamouth,NM,01511
3631,2012,2024-11-28 15:04:00,1370.16,Apple Pay,Processing,438 Collins Square,New Derrick,RI,28735
3632,9321,2024-12-03 07:23:00,737.26,PayPal,Delivered,791 Sarah Forks,East Julie,NY,26651
3633,10445,2023-01-07 16:30:00,3808.33,Google Pay,Returned,57383 Miller Corners Suite 466,South Tyler,IA,40360
3634,9807,2023-07-18 19:34:00,2274.54,Debit Card,Delivered,56189 Chung Walk Apt. 769,North Thomas,VA,45665
3635,9039,2024-01-16 15:11:00,7626.24,Apple Pay,Returned,884 Middleton Knoll Apt. 475,Port Jacquelinemouth,PR,55679
3636,1373,2023-05-09 10:12:00,676.35,Credit Card,Processing,736 Martin Gateway Apt. 946,Angelaburgh,MI,40277
3637,4337,2024-08-19 08:02:00,246.26,Credit Card,Processing,57134 Alvarez Estate Suite 123,Reginaldberg,CO,59938
3638,2709,2023-08-17 22:02:00,4530.07,Credit Card,Delivered,798 Washington Mission,East Edwin,KY,10841
3639,4233,2024-05-22 10:25:00,836.28,PayPal,Processing,897 Suzanne Route Suite 761,Port Steven,VI,37413
3640,5232,2023-09-25 18:45:00,520.09,Apple Pay,Delivered,97834 Young Turnpike Apt. 264,West Gabrielletown,OR,13300
3641,1740,2024-09-10 15:33:00,16.74,PayPal,Processing,8872 Roberts Loaf,South Austin,HI,79458
3642,3031,2024-09-25 20:43:00,1447.97,Credit Card,Shipped,2560 Fox Club Apt. 400,East Jeffreyhaven,AL,31630
3643,1560,2024-01-07 17:35:00,3688.45,Google Pay,Delivered,401 Myers Run,Lisamouth,MP,17360
3644,4058,2023-06-13 07:33:00,647.84,Apple Pay,Delivered,129 Tim Isle Apt. 113,Lisaview,OH,18916
3645,5513,2023-01-11 19:01:00,610.89,Apple Pay,Shipped,9272 Amanda Place Suite 796,New Lauraside,AR,09025
3646,7308,2023-09-06 14:19:00,81.2,Google Pay,Cancelled,94891 Wilson Brook,Josebury,ME,11907
3647,3417,2024-09-07 17:33:00,1365.54,Debit Card,Shipped,2539 Megan Circles Suite 040,Davidstad,ME,03362
3648,7839,2023-10-07 10:18:00,915.32,Apple Pay,Delivered,41568 May Lakes Suite 405,Cabreraton,TX,69190
3649,2547,2024-04-28 20:24:00,1793.52,Debit Card,Processing,2040 Young Mills Suite 962,North Andrewfurt,FL,94698
3650,7588,2024-07-09 10:14:00,4734.0,Bank Transfer,Shipped,894 Brown Throughway,East Andrea,OK,30269
3651,9026,2024-09-14 12:50:00,1027.1,PayPal,Returned,520 Williamson Locks Apt. 667,Houstonland,PA,38017
3652,4707,2023-12-05 15:02:00,1005.6,Debit Card,Shipped,8783 Sabrina Mount,South Loribury,ID,77453
3653,6729,2024-05-26 22:08:00,104.07,Debit Card,Processing,65798 Gregory Heights Suite 506,Helenfurt,AZ,58410
3654,10440,2023-04-06 11:37:00,2353.76,Debit Card,Returned,05056 Victor Expressway Suite 408,North Martha,WI,28796
3655,5307,2023-07-28 08:37:00,4342.69,Apple Pay,Cancelled,1485 Emily Ferry Suite 983,Lauraburgh,SD,04934
3656,4841,2023-12-16 17:17:00,3712.28,Debit Card,Shipped,5687 Carson Glens Apt. 319,West Sydneybury,MS,29830
3657,1329,2024-05-06 13:02:00,2874.55,PayPal,Shipped,20061 Kirby Neck,West Dustin,SD,10276
3658,7873,2024-11-10 10:53:00,577.38,PayPal,Delivered,18808 Cook Crossroad,Port Carlosland,KS,67200
3659,10488,2024-06-06 08:02:00,5696.68,PayPal,Delivered,0361 Kathleen Via,Boydton,MO,28215
3660,6807,2023-12-19 12:40:00,945.02,PayPal,Shipped,20507 Patricia Mission,Lauraland,SC,85279
3661,8024,2024-06-07 12:10:00,342.67,Debit Card,Cancelled,347 Blackwell Curve Apt. 708,Morganfurt,PW,39849
3662,4042,2024-03-11 17:14:00,1929.54,Google Pay,Delivered,801 Leslie Trail Apt. 476,Pamelamouth,FM,02980
3663,5895,2024-11-25 15:05:00,3973.13,Debit Card,Delivered,9944 Robert Stravenue Apt. 700,North Kimberly,MP,54358
3664,3407,2024-04-14 15:41:00,1737.75,PayPal,Delivered,01155 Dunn Islands Suite 408,Jeffreyhaven,NE,00672
3665,7226,2023-12-04 10:34:00,3813.17,Debit Card,Delivered,29575 Elizabeth Pike Apt. 845,West Hollystad,WI,85410
3666,7329,2024-12-13 10:20:00,2350.25,PayPal,Delivered,646 Thomas Wall Apt. 970,Zacharyside,KY,47980
3667,5117,2024-06-04 16:15:00,3357.1,Google Pay,Returned,086 Erik Ways Apt. 097,Navarrostad,MN,69449
3668,8273,2024-11-20 13:57:00,3232.43,Debit Card,Shipped,1836 Singleton Circle,Lake Jeanettechester,MA,91987
3669,8228,2023-12-09 08:13:00,1057.82,Credit Card,Processing,6881 Evan Unions Apt. 877,New Adam,MN,84562
3670,5428,2023-04-23 22:36:00,43.35,Bank Transfer,Delivered,8134 Vargas Glen Apt. 565,Millerberg,TX,97782
3671,4092,2024-10-09 19:09:00,6970.04,PayPal,Delivered,89339 Daniel Lock Suite 979,Adamsfurt,NC,68081
3672,9940,2024-02-26 22:54:00,5440.85,PayPal,Delivered,28007 Nguyen Stravenue,East David,AK,31760
3673,1966,2023-11-01 12:55:00,15.82,Apple Pay,Returned,9696 Orr Lake Suite 010,North Peterport,TN,38896
3674,3941,2024-10-16 21:30:00,2385.51,Google Pay,Shipped,69538 Becker Mission,Peterville,GA,41565
3675,6321,2024-12-09 15:44:00,41.6,Google Pay,Processing,651 Patterson Freeway,Susanland,AZ,40707
3676,4098,2024-10-15 07:48:00,56.28,PayPal,Shipped,704 Johnson Viaduct,Jaymouth,OK,85714
3677,7084,2023-11-24 20:02:00,417.55,PayPal,Shipped,962 Duncan Knoll Suite 892,Maddoxbury,SC,53634
3678,1798,2024-12-04 18:13:00,1233.15,Debit Card,Shipped,195 Thomas Center Suite 751,New Josephtown,SD,60009
3679,10784,2023-02-20 07:30:00,831.83,Credit Card,Returned,303 Mark View Suite 372,New Lisatown,MP,55945
3680,6996,2023-10-11 09:51:00,268.77,Google Pay,Cancelled,28081 Andrea Stream Suite 575,Ericaland,WA,61145
3681,8186,2023-05-10 21:29:00,2009.64,Google Pay,Processing,8172 Gallagher Mission,Craigport,LA,64497
3682,3273,2024-04-13 09:15:00,230.68,PayPal,Delivered,7326 Bailey Crest Apt. 446,Lake Timothy,PA,46018
3683,9137,2023-04-25 10:59:00,2947.75,Bank Transfer,Delivered,0309 Smith Expressway Apt. 496,Raymondside,NY,25420
3684,6311,2023-11-21 11:17:00,3153.74,Bank Transfer,Delivered,741 Peterson Landing Apt. 153,Williamsfort,NM,86756
3685,6678,2023-02-10 22:02:00,156.84,Credit Card,Delivered,61994 Fisher Run,Martinborough,HI,88505
3686,9379,2023-10-21 11:28:00,1041.75,PayPal,Returned,10518 Williams Plain Apt. 336,South William,SC,98230
3687,5382,2023-11-22 20:19:00,2324.63,Credit Card,Delivered,981 David Meadow,West Carla,FL,33582
3688,3911,2023-04-12 13:14:00,1335.8,PayPal,Shipped,2001 Padilla Mountains,North Janicestad,IL,81754
3689,1796,2024-05-16 17:16:00,587.73,PayPal,Delivered,868 Mills Mountains Suite 300,South Brendaport,SD,27089
3690,9506,2024-02-02 13:02:00,781.45,PayPal,Shipped,301 Hall Fields Apt. 038,Lake Williamside,MA,25326
3691,4261,2024-12-18 10:47:00,971.1,Credit Card,Delivered,708 Price Springs,East Melissaton,SD,02720
3692,1218,2023-10-10 07:15:00,12481.74,PayPal,Delivered,172 Simmons Forks Suite 625,Ashleychester,MN,70892
3693,9933,2024-07-20 07:03:00,4857.52,Debit Card,Shipped,800 Rhodes Pike,Port Sarahfort,WY,84627
3694,4068,2024-07-24 20:05:00,5330.73,Credit Card,Delivered,42037 Scott Union,Lake Ryanside,MA,40065
3695,8693,2023-08-07 12:51:00,430.45,Bank Transfer,Delivered,74144 Jackson Ferry,Christyville,WA,72039
3696,5442,2023-02-14 17:28:00,882.4,Debit Card,Shipped,7792 Flynn Points,New Roy,MN,67003
3697,2739,2024-12-16 13:57:00,121.97,Credit Card,Delivered,7979 Holmes Parks,Kyleburgh,VI,26773
3698,8512,2024-11-04 17:53:00,61.62,Apple Pay,Delivered,40490 Morris Vista,South Richard,AK,35882
3699,6045,2023-05-03 13:44:00,2746.5,Credit Card,Delivered,9245 King Views Apt. 442,Lihaven,IL,95770
3700,4781,2023-09-20 18:50:00,2309.94,Credit Card,Returned,76347 Mitchell Extension,Perryhaven,DE,18387
3701,9167,2024-03-17 10:39:00,625.65,Credit Card,Delivered,5702 Green Rapid,South William,ID,09453
3702,6617,2023-10-20 11:59:00,343.24,Credit Card,Shipped,162 Scott Forge Apt. 534,West Stacychester,VT,09563
3703,10660,2024-11-20 10:31:00,4372.73,Debit Card,Delivered,027 White Springs,Freemanton,RI,15512
3704,7724,2023-12-11 10:28:00,2520.32,Debit Card,Delivered,8112 Rodriguez Rue Suite 544,Katherinehaven,OR,56230
3705,10988,2023-07-05 18:30:00,550.52,Credit Card,Delivered,020 Rogers Falls,Lake Jessica,AZ,39240
3706,1510,2023-03-11 17:47:00,3125.78,PayPal,Delivered,85679 Christensen Ramp,South Tiffanyburgh,SC,41606
3707,5708,2024-05-06 07:38:00,3868.2,Debit Card,Returned,14217 James Spur,Port Lucas,MT,49688
3708,7754,2023-12-07 20:09:00,3500.68,Credit Card,Shipped,58370 Newman Orchard Suite 229,Lake Jacksonbury,CA,71173
3709,8833,2023-04-19 13:04:00,4491.57,Credit Card,Shipped,1942 Frank Alley Apt. 593,Adriantown,GA,99513
3710,7929,2024-06-10 07:24:00,4051.05,Credit Card,Delivered,5777 Nolan Wells Suite 988,North Collin,MN,42827
3711,4250,2023-08-16 21:11:00,6231.38,PayPal,Processing,73809 Mcconnell Cape,East Brittanymouth,OH,80003
3712,4527,2023-11-03 09:14:00,238.88,Google Pay,Delivered,2147 Michelle Parkway,Chapmanburgh,LA,02382
3713,1397,2024-08-05 15:19:00,16448.23,PayPal,Delivered,1114 Henry Ville Apt. 389,Santiagoton,NC,20878
3714,4877,2024-06-08 10:31:00,625.4,PayPal,Cancelled,98050 Timothy Keys,Herrerafurt,ME,01895
3715,8621,2023-07-15 08:18:00,1558.2,Bank Transfer,Delivered,624 Michelle Shoals,East Jessicaberg,CT,75922
3716,3322,2024-12-04 07:47:00,708.78,PayPal,Delivered,18868 Wilson Ports Suite 066,Jenniferhaven,TX,81872
3717,4406,2024-03-01 07:45:00,5219.94,Debit Card,Shipped,36402 Doris Fall,Veronicaport,GU,37348
